Feature,Instance,X,Y,Weight
G,1970,4849.25,3952.96,0.03
G,1971,1421.48,114.16,0.04
G,1972,3595.99,4627.03,0.14
G,1973,2343.56,3465.82,0.02
G,1974,343.76,980.65,0.07
G,1975,4396.93,4466.2,0.02
G,1976,274.72,439.21,0.14
G,1977,1085.68,1598.95,0.14
G,1978,4432.82,1895.39,0.01
G,1979,2336.27,2113.05,0.03
G,1980,873.0,1782.13,0.2
G,1981,1316.21,3501.85,0.12
G,1982,2123.51,1966.74,0.25
G,1983,4342.23,3613.61,0.01
G,1984,2692.76,3177.94,0.08
G,1985,3639.66,1968.41,0.02
G,1986,941.35,1402.76,0.02
G,1987,4677.99,2009.66,0.01
G,1988,4602.61,1930.67,0.05
G,1989,363.64,2814.16,0.07
G,1990,788.54,2566.94,0.08
G,1991,3689.35,4263.85,0.1
G,1992,1925.72,3996.26,0.02
G,1993,12.96,1281.44,0.15
G,1994,539.81,643.25,0.2
G,1995,4807.51,1641.72,0.01
G,1996,3417.07,2970.73,0.1
G,1997,1784.14,3067.11,0.06
G,1998,2636.76,2919.63,0.15
G,1999,2990.65,1629.25,0.07
G,2000,284.8,3729.94,0.1
G,2001,773.06,2165.82,0.1
G,2002,2340.99,2428.52,0.02
G,2003,3524.85,3871.95,0.31
G,2004,761.23,4076.03,0.24
G,2005,1996.34,2502.15,0.02
G,2006,1531.75,4522.11,0.07
G,2007,1324.51,3306.06,0.16
G,2008,3092.78,2052.36,0.3
G,2009,1576.13,3127.25,0.14
G,2010,1953.78,3060.79,0.18
G,2011,3073.81,2049.51,0.23
G,2012,3370.43,1997.94,0.28
G,2013,3551.34,2970.62,0.03
G,2014,4618.62,1610.87,0.04
G,2015,4372.9,1682.98,0.08
G,2016,3940.02,3734.39,0.08
G,2017,2529.36,2058.59,0.05
G,2018,1793.88,1523.53,0.02
G,2019,1922.86,4497.2,0.18
G,2020,471.42,1141.0,0.03
G,2021,520.22,1463.78,0.2
G,2022,3646.91,2305.36,0.1
G,2023,109.97,3894.96,0.2
G,2024,1646.22,3478.09,0.14
G,2025,4974.33,584.4,0.13
G,2026,1343.5,4863.41,0.16
G,2027,4675.46,2224.01,0.2
G,2028,656.14,3723.55,0.12
G,2029,3795.39,343.05,0.03
G,2030,3877.18,554.23,0.04
G,2031,4253.33,4150.35,0.05
G,2032,4703.12,313.36,0.08
G,2033,3562.12,2797.35,0.01
G,2034,1992.75,4265.92,0.08
G,2035,1512.18,1569.25,0.3
G,2036,129.5,2078.93,0.27
G,2037,2655.83,812.78,0.72
G,2038,2540.57,1610.02,0.17
G,2039,3402.6,1065.06,0.06
G,2040,1887.97,4656.37,0.08
G,2041,1324.4,1140.53,0.07
G,2042,1636.54,3788.5,0.35
G,2043,339.48,4076.62,0.12
G,2044,4058.93,305.35,0.08
G,2045,1402.46,3070.33,0.08
G,2046,2728.14,1579.81,0.26
G,2047,620.01,4917.19,0.1
G,2048,1887.67,1369.86,0.09
G,2049,1760.66,3333.55,0.2
G,2050,3743.24,2312.62,0.09
G,2051,1902.21,2380.3,0.2
G,2052,1965.91,3405.08,0.04
G,2053,454.9,4264.56,0.03
G,2054,2207.58,3862.68,0.11
G,2055,4683.44,4046.11,0.09
G,2056,320.95,2730.33,0.03
G,2057,3455.07,4220.81,0.23
G,2058,4229.83,3112.8,0.12
G,2059,2513.81,914.62,0.06
G,2060,4973.88,4485.51,0.15
G,2061,3738.42,1687.41,0.07
G,2062,2863.46,3441.85,0.12
G,2063,3841.11,3549.69,0.12
G,2064,1458.92,2738.64,0.01
G,2065,3925.11,1170.71,0.12
G,2066,4849.36,69.05,0.2
G,2067,2321.82,4575.35,0.04
G,2068,2754.17,3944.1,0.2
G,2069,4174.62,3231.46,0.05
G,2070,3333.61,1074.92,0.02
G,2071,1869.04,196.25,0.06
G,2072,621.9,2356.34,0.18
G,2073,2749.38,4997.81,0.2
G,2074,3124.74,1399.2,0.03
G,2075,687.36,3774.87,0.04
G,2076,3856.06,846.04,0.04
G,2077,3359.68,4257.73,0.21
G,2078,3574.2,214.8,0.33
G,2079,4516.83,3524.06,0.38
G,2080,4563.97,1905.21,0.2
G,2081,2805.64,4468.93,0.2
G,2082,4937.57,3512.74,0.51
G,2083,4196.75,251.9,0.03
G,2084,408.5,3879.72,0.36
G,2085,1466.64,285.72,0.05
G,2086,3938.18,4282.35,0.28
G,2087,2581.01,3898.96,0.15
G,2088,2616.47,3542.16,0.1
G,2089,1065.51,507.12,0.03
G,2090,692.47,3843.3,0.03
G,2091,424.95,59.72,0.02
G,2092,2051.28,150.25,0.05
G,2093,2314.65,4003.32,0.36
G,2094,1709.37,3064.09,0.15
G,2095,1001.15,2539.37,0.19
G,2096,4427.27,650.56,0.29
G,2097,3667.49,1428.4,0.02
G,2098,3269.27,2400.11,0.34
G,2099,258.69,2109.16,0.34
G,2100,3159.59,2497.48,0.12
G,2101,4589.31,4245.02,0.28
G,2102,4932.56,401.64,0.01
G,2103,4836.68,4573.71,0.02
G,2104,3265.03,4460.72,0.05
G,2105,1641.27,32.04,0.22
G,2106,4149.29,4009.71,0.08
G,2107,2831.59,720.67,0.07
G,2108,1480.26,2745.93,0.15
G,2109,2417.65,4787.32,0.27
G,2110,1198.09,193.42,0.13
G,2111,3542.53,2344.41,0.08
G,2112,2878.57,3927.28,0.04
G,2113,858.45,3287.62,0.08
G,2114,614.86,1152.61,0.06
G,2115,629.69,216.36,0.58
G,2116,3283.48,3956.34,0.12
G,2117,2347.53,3194.98,0.14
G,2118,4253.99,1179.93,0.19
G,2119,127.15,1649.64,0.08
G,2120,313.56,2740.94,0.24
G,2121,738.29,2248.65,0.07
G,2122,1422.82,969.11,0.18
G,2123,3390.07,417.56,0.13
G,2124,2818.96,2946.81,0.06
G,2125,4948.14,523.34,0.3
G,2126,4982.46,471.36,0.04
G,2127,911.08,2966.17,0.05
G,2128,3954.96,2244.9,0.02
G,2129,1366.44,1005.28,0.11
G,2130,4543.19,1549.06,0.2
G,2131,3958.85,2112.42,0.53
G,2132,3831.03,1424.91,0.24
G,2133,1748.56,192.95,0.13
G,2134,1662.18,4636.61,0.22
G,2135,1466.69,300.33,0.05
G,2136,2618.78,768.01,0.14
G,2137,4473.76,3457.14,0.14
G,2138,4455.13,1293.88,0.1
G,2139,921.59,1909.46,0.22
G,2140,537.21,440.89,0.02
G,2141,468.66,2668.05,0.06
G,2142,1204.47,106.34,0.35
G,2143,233.9,2812.11,0.01
G,2144,3045.26,4381.36,0.05
G,2145,4240.03,2009.09,0.2
G,2146,4813.49,4121.87,0.19
G,2147,2106.45,3764.51,0.02
G,2148,3782.1,3625.87,0.24
G,2149,3417.62,4997.92,0.1
G,2150,4220.55,3197.12,0.14
G,2151,3755.37,3182.35,0.12
G,2152,1480.13,4647.81,0.05
G,2153,2904.57,4214.45,0.08
G,2154,997.61,2453.94,0.08
G,2155,3511.04,2661.08,0.03
G,2156,1323.31,4456.98,0.1
G,2157,468.08,4102.29,0.07
G,2158,1080.4,1290.8,0.26
G,2159,907.96,3724.69,0.22
G,2160,1191.01,3936.45,0.06
G,2161,2147.69,2280.82,0.09
G,2162,396.58,4457.59,0.2
G,2163,486.85,3496.91,0.15
G,2164,3661.55,709.25,0.11
G,2165,4675.05,829.26,0.05
G,2166,2876.26,923.67,0.16
G,2167,2688.92,2340.09,0.16
G,2168,1685.52,2286.31,0.3
G,2169,1187.92,1556.66,0.15
G,2170,2201.77,1019.45,0.02
G,2171,1814.5,591.33,0.2
G,2172,870.32,1578.95,0.03
G,2173,685.78,356.51,0.06
G,2174,3653.79,3004.16,0.23
G,2175,2684.11,2491.29,0.05
G,2176,2717.91,4692.93,0.67
G,2177,3806.9,284.1,0.09
G,2178,1049.43,1474.55,0.15
G,2179,2785.77,2022.53,0.04
G,2180,4160.96,4407.66,0.01
G,2181,552.9,288.36,0.05
G,2182,2778.89,2681.77,0.21
G,2183,4784.82,399.64,0.12
G,2184,1768.06,3127.99,0.06
G,2185,2416.77,3794.09,0.16
G,2186,102.88,4351.3,0.05
G,2187,1522.92,171.56,0.2
G,2188,2121.94,1556.37,0.03
G,2189,1410.5,3817.64,0.1
G,2190,3771.81,130.34,0.09
G,2191,4843.11,657.39,0.03
G,2192,3025.14,2183.75,0.18
G,2193,3111.35,3183.33,0.34
G,2194,2116.77,2404.82,0.2
G,2195,1290.67,210.97,0.21
G,2196,4500.54,4165.38,0.06
G,2197,2395.7,2794.11,0.07
G,2198,466.55,1526.15,0.14
G,2199,2812.43,3188.55,0.05
G,2200,1794.13,286.14,0.11
G,2201,3588.45,525.81,0.04
G,2202,587.39,3890.01,0.04
G,2203,2388.41,3366.61,0.09
G,2204,3170.01,3635.34,0.13
G,2205,3162.16,4493.06,0.21
G,2206,64.05,3968.13,0.16
G,2207,3250.72,4030.62,0.08
G,2208,4564.55,4895.5,0.17
G,2209,2263.21,595.14,0.11
G,2210,4570.42,1601.49,0.13
G,2211,3282.87,4363.25,0.04
G,2212,1837.32,2205.8,0.03
G,2213,4293.56,937.5,0.05
G,2214,1955.6,3728.8,0.03
G,2215,4705.01,595.8,0.06
G,2216,3743.93,3221.95,0.2
G,2217,2023.51,3485.67,0.05
G,2218,1541.89,4317.3,0.01
G,2219,70.0,4135.13,0.14
G,2220,4795.34,4744.74,0.32
G,2221,13.32,3481.43,0.1
G,2222,4242.66,1797.61,0.08
G,2223,146.93,532.4,0.02
G,2224,914.66,3365.07,0.25
G,2225,3229.56,571.05,0.06
G,2226,4262.93,2217.3,0.06
G,2227,3618.13,192.64,0.12
G,2228,2003.27,4225.2,0.33
G,2229,3688.49,3381.59,0.02
G,2230,4596.46,1450.91,0.23
G,2231,1411.02,4441.21,0.06
G,2232,3930.33,2566.36,0.13
G,2233,749.13,1842.1,0.11
G,2234,1944.62,4765.06,0.05
G,2235,2488.73,247.25,0.18
G,2236,4825.5,3128.08,0.04
G,2237,799.8,4825.68,0.16
G,2238,1588.17,4801.44,0.13
G,2239,120.59,39.71,0.4
G,2240,2058.87,3761.15,0.37
G,2241,22.84,3590.52,0.12
G,2242,499.24,4133.96,0.05
G,2243,1332.87,1526.64,0.04
G,2244,4603.81,1830.87,0.23
G,2245,1482.39,2316.69,0.33
G,2246,628.82,1688.41,0.21
G,2247,4538.67,3344.44,0.16
G,2248,3333.72,572.11,0.26
G,2249,4551.1,1676.3,0.04
G,2250,1048.48,3304.83,0.11
G,2251,3587.78,1149.6,0.09
G,2252,876.34,2982.31,0.05
G,2253,745.54,1134.85,0.2
G,2254,1417.5,3792.46,0.06
G,2255,3604.47,2201.83,0.46
G,2256,4104.61,3648.77,0.09
G,2257,1322.72,835.31,0.02
G,2258,1428.07,2820.49,0.05
G,2259,3941.97,4796.36,0.2
G,2260,1233.49,4222.49,0.03
G,2261,2238.28,113.75,0.2
G,2262,3282.67,172.04,0.02
G,2263,4618.43,3137.1,0.21
G,2264,3589.41,2455.36,0.05
G,2265,1491.96,1016.06,0.04
G,2266,250.35,3444.29,0.26
G,2267,3991.24,3754.04,0.22
G,2268,173.37,3873.24,0.14
G,2269,2714.18,2516.93,0.05
G,2270,3388.42,198.02,0.06
G,2271,109.13,811.36,0.12
G,2272,3226.4,4280.56,0.09
G,2273,3212.08,1980.04,0.01
G,2274,365.68,3703.37,0.06
G,2275,1916.37,513.23,0.03
G,2276,1630.15,4754.73,0.06
G,2277,442.81,1825.98,0.02
G,2278,1066.54,3474.03,0.28
G,2279,2866.93,704.3,0.18
G,2280,3363.88,2608.45,0.2
G,2281,2545.43,3962.14,0.2
G,2282,2300.5,2588.41,0.11
G,2283,1951.49,660.33,0.08
G,2284,4657.54,2568.68,0.21
G,2285,661.94,2554.82,0.19
G,2286,106.31,1425.04,0.26
G,2287,1407.94,1035.47,0.2
G,2288,4113.36,1426.93,0.04
G,2289,1887.35,4002.11,0.07
G,2290,1959.96,2638.39,0.23
G,2291,2771.41,4886.05,0.08
G,2292,538.99,978.73,0.15
G,2293,4385.91,495.61,0.2
G,2294,3001.48,2165.25,0.19
G,2295,2687.5,1699.34,0.1
G,2296,1006.31,2009.88,0.07
G,2297,4153.04,779.97,0.22
G,2298,2652.59,1146.99,0.2
G,2299,3510.86,637.99,0.13
G,2300,2329.07,2551.75,0.04
G,2301,2322.5,2797.0,0.01
G,2302,3041.43,4361.55,0.02
G,2303,406.91,205.11,0.01
G,2304,3346.79,4407.34,0.08
G,2305,2712.63,4639.62,0.23
G,2306,1586.68,3864.83,0.18
G,2307,3744.34,725.49,0.11
G,2308,4837.04,2659.39,0.08
G,2309,3423.15,1321.77,0.2
G,2310,3202.5,1455.87,0.08
G,2311,2658.85,2492.29,0.2
G,2312,4881.19,3962.59,0.33
G,2313,1548.52,3096.44,0.12
G,2314,2271.99,627.97,0.02
G,2315,3382.88,2966.37,0.09
G,2316,2916.07,1249.35,0.13
G,2317,1673.03,4408.21,0.09
G,2318,315.89,4974.41,0.07
G,2319,1844.62,1177.44,0.13
G,2320,571.81,4180.8,0.07
G,2321,2148.82,3594.14,0.06
G,2322,4452.63,3047.88,0.04
G,2323,112.66,2141.48,0.08
G,2324,3265.53,3427.55,0.01
G,2325,942.94,4993.2,0.07
G,2326,2723.84,2189.09,0.05
G,2327,2435.49,873.2,0.19
G,2328,4892.9,4830.22,0.08
G,2329,2915.81,4078.84,0.15
G,2330,2813.03,2310.48,0.08
G,2331,2933.11,2718.82,0.07
G,2332,1024.46,4746.26,0.09
G,2333,1723.55,337.32,0.09
G,2334,2191.79,4336.13,0.13
G,2335,409.61,4862.62,0.01
G,2336,814.77,2245.71,0.09
G,2337,749.96,4021.7,0.2
G,2338,4307.05,4064.72,0.5
G,2339,3039.66,1833.31,0.2
G,2340,3849.93,4407.04,0.02
G,2341,4830.91,3844.44,0.07
G,2342,4685.04,3389.68,0.02
G,2343,242.53,726.98,0.2
G,2344,3813.86,799.83,0.27
G,2345,4515.31,485.67,0.09
G,2346,2058.6,2765.78,0.04
G,2347,3364.41,3261.34,0.01
G,2348,1247.69,4430.01,0.23
G,2349,2569.68,4706.37,0.31
G,2350,1324.33,4775.34,0.04
G,2351,4949.69,3929.4,0.11
G,2352,3017.95,1080.31,0.04
G,2353,4178.44,478.13,0.09
G,2354,1439.13,3413.8,0.06
G,2355,1566.15,828.18,0.34
G,2356,1790.56,1082.51,0.09
G,2357,228.91,3405.99,0.09
G,2358,2479.57,4088.67,0.15
G,2359,3033.78,2634.78,0.05
G,2360,4503.73,996.57,0.09
G,2361,1523.46,1391.96,0.11
G,2362,4820.82,4923.93,0.03
G,2363,2804.02,3048.99,0.01
G,2364,3881.3,2488.62,0.28
G,2365,2774.01,4877.04,0.02
G,2366,1495.04,3333.29,0.02
G,2367,508.98,4074.59,0.11
G,2368,4457.35,901.5,0.02
G,2369,826.49,3604.72,0.08
G,2370,4211.24,4764.4,0.05
G,2371,4287.85,400.07,0.2
G,2372,4233.68,3687.13,0.14
G,2373,3695.11,976.1,0.02
G,2374,2536.87,4958.42,0.01
G,2375,781.77,2159.02,0.09
G,2376,1396.23,4934.89,0.05
G,2377,202.63,327.76,0.1
G,2378,3251.88,3557.72,0.04
G,2379,4108.58,3094.01,0.21
G,2380,3276.29,1129.45,0.04
G,2381,1596.83,3950.51,0.14
G,2382,639.79,1689.11,0.23
G,2383,4333.14,3457.26,0.2
G,2384,573.53,1154.32,0.02
G,2385,3948.64,1578.07,0.4
G,2386,3262.18,4429.06,0.08
G,2387,3423.54,4739.34,0.07
G,2388,1708.72,1123.4,0.17
G,2389,2158.28,1133.69,0.03
G,2390,1228.82,1827.92,0.03
G,2391,512.11,3922.88,0.01
G,2392,1706.85,614.99,0.05
G,2393,3480.82,1560.15,0.46
G,2394,3130.66,181.21,0.01
G,2395,822.72,899.63,0.17
G,2396,1792.92,2732.48,0.2
G,2397,328.43,3081.79,0.06
G,2398,3167.57,337.34,0.17
G,2399,4760.28,2544.57,0.11
G,2400,4353.99,237.85,0.09
G,2401,402.57,1382.56,0.26
G,2402,1009.78,4203.7,0.03
G,2403,3896.84,1967.17,0.15
G,2404,1511.35,463.29,0.03
G,2405,3619.05,2128.48,0.36
G,2406,1399.44,2974.9,0.03
G,2407,1865.19,1448.37,0.21
G,2408,617.34,2673.95,0.18
G,2409,2243.66,24.79,0.39
G,2410,3208.29,2772.99,0.2
G,2411,326.6,392.32,0.07
G,2412,331.6,3049.01,0.13
G,2413,4785.14,529.7,0.02
G,2414,4100.63,341.75,0.21
G,2415,1571.77,1371.37,0.03
G,2416,1363.12,4613.71,0.01
G,2417,1779.69,990.97,0.11
G,2418,1425.35,4129.55,0.37
G,2419,2913.09,2503.15,0.03
G,2420,1718.16,1513.65,0.03
G,2421,48.8,2667.37,0.16
G,2422,1562.16,3694.24,0.17
G,2423,4500.18,3818.03,0.12
G,2424,867.29,3880.05,0.46
G,2425,2464.45,493.61,0.02
G,2426,3093.69,4735.49,0.16
G,2427,4336.28,1581.0,0.05
G,2428,4911.25,10.25,0.15
G,2429,1050.96,2960.77,0.11
G,2430,4418.56,3367.14,0.17
G,2431,2866.54,1169.61,0.01
G,2432,3891.52,2247.68,0.26
G,2433,765.36,1785.74,0.02
G,2434,1195.2,874.22,0.04
G,2435,23.02,1487.79,0.02
G,2436,4760.86,4740.5,0.22
G,2437,3306.64,1694.64,0.02
G,2438,2724.19,2659.23,0.16
G,2439,3830.16,1637.37,0.05
G,2440,3548.83,967.12,0.13
G,2441,4662.41,220.58,0.13
G,2442,2877.29,1078.16,0.01
G,2443,3277.68,1627.63,0.2
G,2444,277.42,198.69,0.11
G,2445,1079.72,1415.11,0.08
G,2446,3078.6,4952.32,0.01
G,2447,3084.59,3351.01,0.74
G,2448,3647.11,3879.19,0.15
G,2449,3775.85,4314.49,0.15
G,2450,2928.88,2714.45,0.22
G,2451,2622.82,4993.07,0.21
G,2452,3857.04,976.67,0.25
G,2453,732.75,3353.18,0.02
G,2454,1428.85,2641.65,0.02
G,2455,3856.81,2252.02,0.03
G,2456,1180.09,4413.59,0.08
G,2457,4411.95,3451.44,0.03
G,2458,3704.74,2645.96,0.06
G,2459,3292.31,2813.36,0.19
G,2460,3969.99,4137.73,0.11
G,2461,1508.31,996.51,0.02
G,2462,4794.51,3607.91,0.12
G,2463,3409.19,4808.54,0.02
G,2464,1655.91,4955.62,0.13
G,2465,3047.52,3845.01,0.12
G,2466,3883.38,4515.67,0.24
G,2467,3708.49,834.38,0.2
G,2468,3344.3,4669.34,0.09
G,2469,1363.54,1900.62,0.02
G,2470,345.41,4924.5,0.1
G,2471,198.78,2635.78,0.25
G,2472,1341.88,3827.7,0.2
G,2473,235.01,3665.01,0.05
G,2474,540.38,4633.16,0.15
G,2475,4646.28,1001.16,0.02
G,2476,586.87,962.49,0.01
G,2477,344.5,3791.14,0.04
G,2478,1206.13,1626.31,0.02
G,2479,198.56,249.12,0.2
G,2480,2567.48,924.21,0.06
G,2481,1697.28,1473.23,0.22
G,2482,4594.12,11.8,0.1
G,2483,3368.64,1664.43,0.1
G,2484,705.1,3577.57,0.17
G,2485,107.14,4035.4,0.17
G,2486,1282.42,1391.69,0.09
G,2487,2467.95,4045.49,0.39
G,2488,3938.95,3872.54,0.2
G,2489,4654.63,966.81,0.11
G,2490,3372.9,4744.18,0.04
G,2491,4268.17,2022.75,0.04
G,2492,309.34,2046.37,0.05
G,2493,3258.13,2920.89,0.02
G,2494,4171.17,4917.35,0.16
G,2495,4628.25,1717.99,0.06
G,2496,4470.78,1114.42,0.2
G,2497,4333.14,4421.2,0.18
G,2498,3227.23,3725.55,0.03
G,2499,3041.65,1330.08,0.43
G,2500,459.06,3570.59,0.08
G,2501,2959.91,1962.81,0.2
G,2502,4526.01,610.88,0.05
G,2503,4718.74,4195.18,0.06
G,2504,3494.54,1299.01,0.02
G,2505,4852.19,2333.6,0.06
G,2506,1971.67,4231.75,0.16
G,2507,1876.23,2823.3,0.13
G,2508,1656.05,4674.52,0.2
G,2509,1163.88,2547.75,0.06
G,2510,1753.67,447.75,0.04
G,2511,2493.25,787.75,0.11
G,2512,3949.32,3389.15,0.07
G,2513,4564.62,168.0,0.23
G,2514,2058.55,3046.75,0.18
G,2515,818.26,213.4,0.02
G,2516,830.88,3324.56,0.13
G,2517,507.76,4802.31,0.09
G,2518,1784.27,2305.36,0.44
G,2519,2496.74,4698.46,0.09
G,2520,2327.63,4062.95,0.05
G,2521,4426.36,2872.16,0.09
G,2522,65.15,2294.65,0.19
G,2523,4746.32,239.04,0.03
G,2524,4238.19,1509.84,0.01
G,2525,2765.15,3552.7,0.07
G,2526,2561.67,493.9,0.27
G,2527,4576.41,11.31,0.08
G,2528,1077.33,2172.15,0.03
G,2529,3013.49,1136.86,0.06
G,2530,1046.27,4550.73,0.18
G,2531,2136.64,447.79,0.05
G,2532,480.74,4638.79,0.16
G,2533,1502.71,3647.11,0.03
G,2534,3723.99,2073.91,0.02
G,2535,1039.03,4350.69,0.13
G,2536,2177.78,1465.42,0.07
G,2537,220.12,2690.72,0.07
G,2538,1021.39,4621.09,0.24
G,2539,722.6,1654.67,0.1
G,2540,3642.83,4325.58,0.09
G,2541,929.81,548.71,0.12
G,2542,281.6,2265.56,0.09
G,2543,2651.73,336.98,0.03
G,2544,3748.15,496.45,0.2
G,2545,3724.98,4612.12,0.18
G,2546,4291.86,1359.88,0.18
G,2547,3652.2,2776.9,0.09
G,2548,1926.31,3978.57,0.03
G,2549,2391.42,426.36,0.02
G,2550,791.94,1099.2,0.24
G,2551,1515.05,2164.28,0.13
G,2552,470.81,3414.46,0.2
G,2553,1374.92,1096.25,0.07
G,2554,273.78,1885.68,0.2
G,2555,3989.92,1456.24,0.2
G,2556,1449.55,1358.83,0.09
G,2557,2494.03,1720.69,0.11
G,2558,3620.92,1587.93,0.18
G,2559,166.19,3215.18,0.11
G,2560,1987.07,1165.73,0.17
G,2561,4898.96,3227.54,0.12
G,2562,3348.94,1426.91,0.13
G,2563,58.83,817.9,0.2
G,2564,2813.22,2443.22,0.01
G,2565,764.41,2042.82,0.17
G,2566,2229.67,296.24,0.18
G,2567,862.73,2543.63,0.02
G,2568,2810.53,3765.54,0.08
G,2569,77.9,1867.14,0.17
G,2570,890.64,1555.48,0.03
G,2571,63.2,1862.47,0.2
G,2572,1506.53,2268.73,0.16
G,2573,3162.57,2933.04,0.04
G,2574,3865.85,1931.51,0.17
G,2575,4155.98,338.38,0.22
G,2576,3812.38,4176.24,0.2
G,2577,3439.29,4626.21,0.1
G,2578,1200.24,3287.51,0.13
G,2579,3815.34,4043.9,0.01
G,2580,3355.64,557.02,0.02
G,2581,3283.02,2830.56,0.2
G,2582,1121.27,1947.1,0.17
G,2583,4226.58,1153.31,0.35
G,2584,496.1,4950.39,0.12
G,2585,3910.15,4855.38,0.2
G,2586,1510.03,3299.05,0.07
G,2587,2324.54,431.58,0.24
G,2588,1102.53,3036.5,0.25
G,2589,1721.01,1080.2,0.2
G,2590,3264.34,2125.79,0.2
G,2591,1952.05,881.72,0.14
G,2592,3287.24,426.03,0.25
G,2593,3230.44,3053.43,0.02
G,2594,1856.95,1236.51,0.07
G,2595,1343.39,4523.03,0.05
G,2596,4950.2,1034.0,0.06
G,2597,3511.5,333.62,0.15
G,2598,3272.46,2232.64,0.17
G,2599,741.2,4559.43,0.09
G,2600,3042.16,2009.26,0.05
G,2601,2436.93,3915.46,0.02
G,2602,3021.36,4300.61,0.1
G,2603,3828.35,513.33,0.03
G,2604,1851.7,3007.71,0.06
G,2605,3523.68,3163.74,0.25
G,2606,1566.5,2735.13,0.01
G,2607,779.55,1229.84,0.11
G,2608,3604.97,2401.31,0.05
G,2609,4543.32,695.23,0.1
G,2610,3716.66,1173.15,0.03
G,2611,4296.36,4259.59,0.05
G,2612,3607.0,4387.13,0.1
G,2613,4905.18,476.03,0.17
G,2614,4787.55,1990.93,0.01
G,2615,2159.13,3869.88,0.2
G,2616,2295.3,2161.58,0.2
G,2617,3038.05,1255.08,0.08
G,2618,4688.86,3036.59,0.05
G,2619,2860.36,3986.63,0.15
G,2620,1597.69,2717.1,0.1
G,2621,1201.73,3849.24,0.31
G,2622,2712.83,3179.65,0.22
G,2623,2956.53,2215.07,0.41
G,2624,254.45,2281.66,0.36
G,2625,1728.65,871.15,0.03
G,2626,2689.32,45.97,0.15
G,2627,842.77,1869.0,0.2
G,2628,2712.9,3177.35,0.1
G,2629,308.46,3634.23,0.07
G,2630,4395.43,3352.32,0.07
G,2631,725.79,4860.77,0.16
G,2632,848.58,4653.8,0.66
G,2633,868.44,4404.92,0.4
G,2634,4697.09,4524.47,0.08
G,2635,1540.99,568.37,0.12
G,2636,4540.95,556.69,0.16
G,2637,4097.55,999.56,0.13
G,2638,4971.42,447.11,0.27
G,2639,1546.76,427.35,0.02
G,2640,1430.6,2690.11,0.18
G,2641,221.59,2505.89,0.08
G,2642,262.28,1287.98,0.06
G,2643,1180.56,2249.33,0.13
G,2644,1318.81,1169.04,0.43
G,2645,3542.18,1511.51,0.08
G,2646,2728.14,4226.13,0.13
G,2647,4591.2,3245.37,0.11
G,2648,1991.31,1340.96,0.37
G,2649,3000.66,3059.03,0.02
G,2650,2311.21,3551.62,0.18
G,2651,2517.98,729.97,0.21
G,2652,740.67,1160.28,0.03
G,2653,1330.2,2132.63,0.07
G,2654,948.42,4843.21,0.04
G,2655,1897.58,2265.79,0.23
G,2656,1630.59,4881.11,0.12
G,2657,2203.63,1705.32,0.2
G,2658,3130.73,3219.9,0.13
G,2659,4598.5,4560.6,0.01
G,2660,3473.24,3619.11,0.01
G,2661,3086.1,3528.04,0.06
G,2662,982.29,29.47,0.2
G,2663,2840.24,314.82,0.02
G,2664,965.49,852.18,0.14
G,2665,4008.25,3630.47,0.18
G,2666,2446.45,3487.73,0.38
G,2667,3116.14,2878.98,0.17
G,2668,172.13,4491.61,0.11
G,2669,1765.22,4102.0,0.2
G,2670,4957.78,4047.93,0.1
G,2671,1300.91,1475.6,0.2
G,2672,4271.46,1276.39,0.09
G,2673,4880.92,2847.03,0.02
G,2674,2022.5,2885.88,0.15
G,2675,114.64,3771.42,0.01
G,2676,1742.46,3440.06,0.11
G,2677,4585.79,3692.09,0.42
G,2678,465.51,3989.94,0.11
G,2679,4747.68,711.2,0.04
G,2680,3320.04,1015.38,0.04
G,2681,1167.13,96.24,0.03
G,2682,834.96,3267.12,0.13
G,2683,4819.34,3142.86,0.04
G,2684,1764.96,4324.65,0.16
G,2685,1533.2,3639.12,0.02
G,2686,1454.68,496.5,0.03
G,2687,4602.82,4425.31,0.48
G,2688,2318.2,1610.5,0.03
G,2689,4256.58,4705.91,0.01
G,2690,148.55,4993.2,0.08
G,2691,3292.32,3079.62,0.2
G,2692,737.54,236.83,0.01
G,2693,1888.01,4006.4,0.16
G,2694,3901.94,4424.05,0.02
G,2695,2413.47,1182.19,0.02
G,2696,4743.94,1054.02,0.25
G,2697,781.96,3942.4,0.13
G,2698,2880.8,1204.67,0.03
G,2699,640.64,1004.35,0.07
G,2700,1457.05,1738.06,0.2
G,2701,1082.07,2697.85,0.09
G,2702,1352.68,1475.52,0.02
G,2703,2316.74,1245.96,0.13
G,2704,3837.23,160.48,0.07
G,2705,1373.9,3855.01,0.16
G,2706,4733.36,41.77,0.15
G,2707,562.64,3326.84,0.21
G,2708,2723.06,3087.52,0.2
G,2709,4358.7,598.14,0.55
G,2710,1379.11,812.94,0.04
G,2711,4240.92,2340.91,0.07
G,2712,1911.18,351.01,0.1
G,2713,3895.18,400.66,0.13
G,2714,4714.54,660.43,0.1
G,2715,1544.51,1113.52,0.19
G,2716,969.86,3252.23,0.06
G,2717,3248.85,3410.5,0.05
G,2718,3911.13,594.47,0.01
G,2719,1726.94,4262.01,0.04
G,2720,2920.09,642.04,0.09
G,2721,169.16,3741.46,0.25
